session_id,user_id,username,time_spent,death_count,max_checkpoint,completed,end_reason,map_id,created_at,progress_score,survival_score,efficiency_score,skill_score,session_cluster,session_cluster_name,pca_1,pca_2
cd21f617-d79b-44d6-bc7d-6298dcbbfe96,USER_34,Player_34,215,6,1,False,exit,1,2025-01-12 20:08:26.82918,0.2,0.88,0.1642,0.4147,1,Sesi Berhasil / Progres Maksimal,-2.2880720942431223,0.9971242189528734
4e9d1ec8-3dd5-4a57-ae1a-8d56650fc01f,USER_41,Player_41,630,12,4,False,exit,1,2025-01-13 04:31:50.737877,0.8,0.76,0.38,0.6467,0,Sesi Sulit / Banyak Death,0.6042870775547686,1.0465989895823902
a6d412e6-95c8-4cf8-9a8a-25c2df71ad39,USER_2,Player_2,102,14,3,False,exit,1,2025-01-13 07:00:40.334385,0.6,0.72,0.549,0.623,0,Sesi Sulit / Banyak Death,0.13369083031642595,-0.03386081771663987
d22293d4-8429-47b5-bd7f-f37ae29eee7e,USER_10,Player_10,235,4,4,False,exit,1,2025-01-13 08:55:34.111903,0.8,0.92,0.6433,0.7878,0,Sesi Sulit / Banyak Death,1.4379968770531797,1.0224028772803992
5627a086-6c04-4dc0-8365-a9adfad387f0,USER_11,Player_11,124,1,2,False,exit,1,2025-01-13 12:49:16.043348,0.4,0.98,0.3587,0.5796,1,Sesi Berhasil / Progres Maksimal,-0.8408945746176767,1.2395723461435855
25afcc58-de2e-4ee1-a6b3-799f91482ee2,USER_11,Player_11,891,17,3,False,exit,1,2025-01-13 22:11:37.797845,0.6,0.66,0.1545,0.4715,1,Sesi Berhasil / Progres Maksimal,-0.9567106320604336,1.0390207461611218
5d9d995d-848b-496e-abba-2bb54cc06305,USER_10,Player_10,132,7,1,False,exit,1,2025-01-14 05:15:56.967934,0.2,0.86,0.178,0.4127,1,Sesi Berhasil / Progres Maksimal,-2.259439941159975,0.794840958285994
72a5c280-e470-48f6-b02e-8f2b41a6df8d,USER_7,Player_7,616,9,4,False,exit,1,2025-01-15 04:08:56.070576,0.8,0.82,0.3893,0.6698,0,Sesi Sulit / Banyak Death,0.7005364829158582,1.2876459227647243
1fee71a2-950d-4c51-9c27-9a49018c9d6b,USER_47,Player_47,477,8,3,False,exit,1,2025-01-15 15:01:28.109008,0.6,0.84,0.3615,0.6005,0,Sesi Sulit / Banyak Death,-0.2020542913935278,1.1372599120418454
8e399ad8-fa2a-4586-9b89-02d0ae37a5e0,USER_31,Player_31,698,6,3,False,exit,1,2025-01-15 23:23:49.356356,0.6,0.88,0.251,0.577,0,Sesi Sulit / Banyak Death,-0.43767061842562854,1.6906753986747787
c5bc8687-f4e2-42ca-a75f-1b31163e9393,3257447993,Clamsxeny,893,24,4,False,exit,1,2025-01-16 01:45:43.197928,0.8,0.52,0.2047,0.5082,0,Sesi Sulit / Banyak Death,-0.1149993426077074,0.468422103913379
5b03c127-4fe9-42f2-aea5-c35895b82a00,USER_43,Player_43,330,9,4,False,exit,1,2025-01-16 05:02:26.30249,0.8,0.82,0.58,0.7333,0,Sesi Sulit / Banyak Death,1.1617441534872213,0.7542383831048022
3f736a23-1cb0-49c2-987f-89c5f3e767b0,USER_14,Player_14,256,10,3,False,exit,1,2025-01-16 08:02:14.800633,0.6,0.8,0.472,0.624,0,Sesi Sulit / Banyak Death,0.03356203563857275,0.5838444254089121
ba256cfb-5a4f-4008-aa5e-5be6f72e580f,USER_20,Player_20,325,35,2,False,failed,1,2025-01-16 09:55:40.034844,0.4,0.3,0.2917,0.3306,1,Sesi Berhasil / Progres Maksimal,-1.8702931779761978,-1.4798397451138174
dcc5bedd-6c3b-4007-9bca-f2ed19826797,USER_16,Player_16,561,1,2,False,exit,1,2025-01-17 09:01:05.20487,0.4,0.98,0.213,0.531,1,Sesi Berhasil / Progres Maksimal,-1.262346599479268,1.9090644158759473
36c3d4e9-54c4-4e83-be7b-a5800456f9c6,3257447993,Clamsxeny,132,10,1,False,exit,1,2025-01-17 18:39:18.69244,0.2,0.8,0.178,0.3927,1,Sesi Berhasil / Progres Maksimal,-2.333171455426318,0.5277218239668522
f60ad8fc-db97-4b23-bf73-7097d51ddf0b,3257447993,Clamsxeny,316,44,1,False,failed,1,2025-01-18 04:11:01.039226,0.2,0.12,0.1473,0.1558,1,Sesi Berhasil / Progres Maksimal,-3.286537779059872,-2.2483049307259524
4c473c1a-9853-454c-8f71-7485941d9b9c,USER_36,Player_36,402,23,3,False,exit,1,2025-01-19 05:35:53.018915,0.6,0.54,0.399,0.513,0,Sesi Sulit / Banyak Death,-0.47407023267671683,-0.32571225177790425
258146f9-a64f-46ec-8e60-3998c1bb6dac,USER_14,Player_14,581,26,4,False,failed,1,2025-01-19 06:27:39.821661,0.8,0.48,0.4127,0.5642,0,Sesi Sulit / Banyak Death,0.33911995116839355,-0.29143626919456134
fd2a8807-5b24-4984-9be4-6d8e7401528f,USER_14,Player_14,830,17,3,False,exit,1,2025-01-19 09:28:16.40419,0.6,0.66,0.185,0.4817,1,Sesi Berhasil / Progres Maksimal,-0.8780130746429626,0.935459651171508
a0d2b62e-d64a-4342-a543-2fd9655f191a,USER_4,Player_4,209,9,4,False,exit,1,2025-01-19 19:02:07.869563,0.8,0.82,0.6607,0.7602,0,Sesi Sulit / Banyak Death,1.356988893622425,0.5285793077004263
0f6d1447-3344-4a4e-9233-da0c39836f05,USER_20,Player_20,568,46,3,False,failed,1,2025-01-20 12:17:49.810858,0.6,0.08,0.316,0.332,1,Sesi Berhasil / Progres Maksimal,-1.2532453165594253,-2.091698978768783
3df7d163-bb61-4720-be1b-0692cb2dd4fa,USER_2,Player_2,773,24,2,False,exit,1,2025-01-21 01:40:06.884921,0.4,0.52,0.1423,0.3541,1,Sesi Berhasil / Progres Maksimal,-2.0320658071635727,0.18597474873855793
27739561-3af6-4143-8d58-527a11cfab8b,USER_33,Player_33,690,25,1,False,failed,1,2025-01-21 06:25:54.694572,0.2,0.5,0.085,0.2617,1,Sesi Berhasil / Progres Maksimal,-3.0586991246069264,-0.04580909392872766
0081edf7-f933-48a0-9b8c-247238d67867,USER_20,Player_20,406,5,2,False,exit,1,2025-01-21 22:10:45.676167,0.4,0.9,0.2647,0.5216,1,Sesi Berhasil / Progres Maksimal,-1.2110663774796142,1.3154460553568184
e05ea752-bf8f-4e38-b3a2-3ba6bcb53b45,USER_48,Player_48,983,45,4,False,failed,1,2025-01-22 01:47:53.551295,0.8,0.1,0.1447,0.3482,0,Sesi Sulit / Banyak Death,-0.776295029958745,-1.2335909852931588
b9dd0648-2622-4729-b10d-873dbf065f98,USER_34,Player_34,589,27,4,False,failed,1,2025-01-22 05:21:56.797128,0.8,0.46,0.4073,0.5558,0,Sesi Sulit / Banyak Death,0.30169992356378783,-0.3654151384583633
a79a6603-33cd-410f-81f1-2a700d9709e6,USER_33,Player_33,509,20,2,False,exit,1,2025-01-22 16:56:27.988511,0.4,0.6,0.2303,0.4101,1,Sesi Berhasil / Progres Maksimal,-1.679246969227602,0.13767758558737317
635b54d1-d41e-4dde-b550-c4e6cfe1a342,USER_42,Player_42,329,43,1,False,failed,1,2025-01-23 02:02:16.872106,0.2,0.14,0.1452,0.1617,1,Sesi Berhasil / Progres Maksimal,-3.2703363815831743,-2.1416544557111403
98d9e481-2e5c-4473-8a19-d34cc4d178ab,USER_47,Player_47,322,34,2,False,failed,1,2025-01-23 03:41:20.071811,0.4,0.32,0.2927,0.3376,1,Sesi Berhasil / Progres Maksimal,-1.8428238457330888,-1.3953961246844448
776cab21-a854-4b79-b648-25bc8dc30ed8,USER_27,Player_27,299,5,4,False,exit,1,2025-01-23 07:57:32.70432,0.8,0.9,0.6007,0.7669,0,Sesi Sulit / Banyak Death,1.3102181901355843,1.0525974565060099
694ebe60-3b0f-499f-92f7-d9986ef59dcc,USER_26,Player_26,529,6,5,True,summit,1,2025-01-23 22:10:44.550027,1.0,0.88,0.5592,0.8131,2,Sesi Cepat namun Progress Rendah,3.0734559930671703,1.3567638745431438
71ec1683-b36f-4751-9ba9-4245c09212af,USER_11,Player_11,288,19,5,True,summit,1,2025-01-24 01:26:11.674427,1.0,0.62,0.76,0.7933,2,Sesi Cepat namun Progress Rendah,3.2206479427596504,-0.29026677634467557
3108dcd0-d5ba-4b90-86aa-9a1ae8d76c93,USER_23,Player_23,390,6,3,False,exit,1,2025-01-24 05:34:38.648926,0.6,0.88,0.405,0.6283,0,Sesi Sulit / Banyak Death,-0.04089135600434099,1.1675441519221141
134f5f29-1141-461e-b822-847f8ce44239,USER_9,Player_9,437,25,2,False,failed,1,2025-01-24 14:27:17.796639,0.4,0.5,0.2543,0.3848,1,Sesi Berhasil / Progres Maksimal,-1.7326252683229726,-0.4177887038401174
32bfddfa-110a-47d0-b95b-94a31269c102,USER_23,Player_23,944,17,2,False,unknown,1,2025-01-24 18:17:08.174856,0.4,0.66,0.0853,0.3818,1,Sesi Berhasil / Progres Maksimal,-2.0247830756941214,1.071268368425286
2ba8328b-f15b-40d7-b977-55b89791e18e,USER_15,Player_15,895,7,1,False,exit,1,2025-01-24 22:04:52.877332,0.2,0.86,0.0508,0.3703,1,Sesi Berhasil / Progres Maksimal,-2.7474831293708624,1.836909002565642
67c2655b-bad5-4251-931f-eefe2cd1d2d5,USER_43,Player_43,606,20,4,False,exit,1,2025-01-25 00:39:28.798028,0.8,0.6,0.396,0.5987,0,Sesi Sulit / Banyak Death,0.4463830628409549,0.2895290711240235
eebf7973-5528-4ae7-adcc-a7c4c5174e31,USER_9,Player_9,219,1,1,False,exit,1,2025-01-25 04:09:22.871025,0.2,0.98,0.1635,0.4478,1,Sesi Berhasil / Progres Maksimal,-2.1678093460113432,1.4478188705056458
80c8b082-3bd7-42d0-b0d9-69bf41a5e889,USER_46,Player_46,422,12,3,False,exit,1,2025-01-25 08:47:44.214462,0.6,0.76,0.389,0.583,0,Sesi Sulit / Banyak Death,-0.22949244837973187,0.6876916386520265
7f09a5c0-bd1a-43bc-8c7b-112727a0d941,USER_30,Player_30,480,4,3,False,exit,1,2025-01-25 22:56:57.714875,0.6,0.92,0.36,0.6267,0,Sesi Sulit / Banyak Death,-0.10751557259567637,1.4985522695089348
f8e95586-cf50-48ff-ad5e-cd1d14f68944,USER_42,Player_42,1169,20,4,False,unknown,1,2025-01-26 04:41:43.382256,0.8,0.6,0.0207,0.4736,0,Sesi Sulit / Banyak Death,-0.4617028619222565,1.3393084635283097
953cf18c-2aee-4a6e-972e-bf5c0cbd2f33,USER_16,Player_16,318,22,2,False,exit,1,2025-01-26 07:49:51.828592,0.4,0.56,0.294,0.418,1,Sesi Berhasil / Progres Maksimal,-1.5442021728431203,-0.3330528961956965
bb2d0c6c-6118-451e-ae1f-7fe7de69e824,USER_10,Player_10,1188,12,2,False,unknown,1,2025-01-26 17:31:53.764392,0.4,0.76,0.004,0.388,1,Sesi Berhasil / Progres Maksimal,-2.13715709671037,1.8902106112004398
b25a6a6f-2623-47e8-bebd-fb748f1170ac,USER_46,Player_46,623,11,3,False,exit,1,2025-01-26 22:21:02.85435,0.6,0.78,0.2885,0.5562,0,Sesi Sulit / Banyak Death,-0.463819147176338,1.1181388012714408
5096b67c-aa01-4ec0-a1f3-f46721a0bca5,USER_9,Player_9,230,16,4,False,exit,1,2025-01-27 07:38:53.468361,0.8,0.68,0.6467,0.7089,0,Sesi Sulit / Banyak Death,1.151170204898744,-0.055502021785226265
c0036365-5156-4683-a903-05d32b8ec567,USER_39,Player_39,1098,19,3,False,unknown,1,2025-01-27 14:43:07.734433,0.6,0.62,0.051,0.4237,1,Sesi Berhasil / Progres Maksimal,-1.2725001755272651,1.2125388938393173
fee87237-a07b-496c-850b-077ff87c77d8,USER_27,Player_27,856,9,4,False,exit,1,2025-01-27 16:30:41.727982,0.8,0.82,0.2293,0.6164,0,Sesi Sulit / Banyak Death,0.31321151966216604,1.735091288132728
a5961a81-be81-48f2-aba0-79c1b8bfb506,USER_18,Player_18,561,21,3,False,exit,1,2025-01-29 05:59:53.930648,0.6,0.58,0.3195,0.4998,0,Sesi Sulit / Banyak Death,-0.6298918438467022,0.12236688259721666
53ced101-7296-48cb-9784-8babdf3b753b,USER_26,Player_26,710,19,1,False,exit,1,2025-01-29 11:10:42.142604,0.2,0.62,0.0817,0.3006,1,Sesi Berhasil / Progres Maksimal,-2.9239622387158284,0.5157100590091223
4de8aa15-9873-4120-bbc6-c7688a291494,USER_1,Player_1,267,24,3,False,exit,1,2025-01-29 23:17:54.062137,0.6,0.52,0.4665,0.5288,0,Sesi Sulit / Banyak Death,-0.3247881683228152,-0.644068101240163
01261aa0-3e2c-43ce-a09a-2509908151d1,USER_48,Player_48,739,16,3,False,exit,1,2025-01-30 02:18:14.706809,0.6,0.68,0.2305,0.5035,1,Sesi Berhasil / Progres Maksimal,-0.7362730904066354,0.8699107666934476
6cef14f7-6770-446b-9197-51cff48c5f5a,USER_48,Player_48,808,14,4,False,exit,1,2025-01-30 05:40:35.085446,0.8,0.72,0.2613,0.5938,0,Sesi Sulit / Banyak Death,0.26794377250046764,1.200465181091393
798587da-0bbd-4323-8f0a-67c0ebd11831,USER_18,Player_18,721,24,4,False,exit,1,2025-01-30 05:53:47.559238,0.8,0.52,0.3193,0.5464,0,Sesi Sulit / Banyak Death,0.16231657956039938,0.14776433999583566
7f556c05-c957-4ccb-962d-8aa93609a84d,USER_46,Player_46,286,4,4,False,exit,1,2025-01-30 07:21:06.290239,0.8,0.92,0.6093,0.7764,0,Sesi Sulit / Banyak Death,1.3555395975214182,1.1174244554907464
dbf04ef7-9b38-44a9-b5ab-cf8a4884761f,USER_13,Player_13,622,4,4,False,exit,1,2025-01-30 15:11:12.900415,0.8,0.92,0.3853,0.7018,0,Sesi Sulit / Banyak Death,0.8137440008606551,1.7440325366984581
8e371f7a-057a-426c-af59-c776f21b735d,10876608988,simplybren_40,98,30,2,False,failed,1,2025-01-30 18:50:21.906103,0.4,0.4,0.3673,0.3891,1,Sesi Berhasil / Progres Maksimal,-1.5287926509725052,-1.382383997226534
95d5ae03-5aea-44bd-9e40-4ad4dc292c8e,USER_29,Player_29,795,10,5,True,summit,1,2025-01-31 00:43:58.683768,1.0,0.8,0.3375,0.7125,2,Sesi Cepat namun Progress Rendah,2.459596283981994,1.540845579440176
4f99f840-489d-40f1-ad14-6b2320f6fa4a,USER_45,Player_45,175,11,1,False,exit,1,2025-01-31 15:27:22.415156,0.2,0.78,0.1708,0.3836,1,Sesi Berhasil / Progres Maksimal,-2.3854099677591822,0.49740234517444354
fc24b03c-a0e2-46b9-9795-ed08bf25c694,USER_13,Player_13,809,19,4,False,exit,1,2025-01-31 17:13:47.770813,0.8,0.62,0.2607,0.5602,0,Sesi Sulit / Banyak Death,0.14338326282372305,0.7569878668196571
7cb53c01-bc15-45cf-b272-2ad04d22e6c9,USER_38,Player_38,266,17,1,False,exit,1,2025-01-31 17:53:25.812063,0.2,0.66,0.1557,0.3386,1,Sesi Berhasil / Progres Maksimal,-2.590846742744525,0.08741537679382343
f4f7ca15-555e-48ea-8873-559de358df63,USER_24,Player_24,264,5,1,False,exit,1,2025-02-01 07:20:52.875437,0.2,0.9,0.156,0.4187,1,Sesi Berhasil / Progres Maksimal,-2.294706481677849,1.1531937637611511
a4c7c814-63a7-417b-a81b-7bec1f4aed89,USER_20,Player_20,331,9,5,True,summit,1,2025-02-01 08:22:34.437205,1.0,0.82,0.7242,0.8481,2,Sesi Cepat namun Progress Rendah,3.3833609604139,0.6875069351746635
5f75c7cc-0447-4466-90a9-fffdae0868df,USER_12,Player_12,246,20,2,False,exit,1,2025-02-01 13:14:33.697548,0.4,0.6,0.318,0.4393,1,Sesi Berhasil / Progres Maksimal,-1.4257316686063588,-0.26531810958373386
3a41b2eb-c481-4ccb-96ce-7dd512b58684,USER_15,Player_15,1130,7,4,False,unknown,1,2025-02-01 17:32:25.410789,0.8,0.86,0.0467,0.5689,0,Sesi Sulit / Banyak Death,-0.07938612716856193,2.4240638914467545
85a376aa-8a2f-4aed-943c-152b2b4b1f7f,USER_46,Player_46,557,7,1,False,exit,1,2025-02-01 17:38:56.890066,0.2,0.86,0.1072,0.3891,1,Sesi Berhasil / Progres Maksimal,-2.531184703208017,1.3752333573679123
f1261110-4617-4308-8764-b6a0d588c7aa,USER_26,Player_26,271,20,2,False,exit,1,2025-02-01 21:52:20.907708,0.4,0.6,0.3097,0.4366,1,Sesi Berhasil / Progres Maksimal,-1.4495767118665803,-0.22697371170425265
a5044084-69f7-4df7-91af-c32d589fe829,USER_39,Player_39,357,12,2,False,exit,1,2025-02-01 22:36:51.498837,0.4,0.76,0.281,0.4803,1,Sesi Berhasil / Progres Maksimal,-1.3361242476062383,0.6170549493166085
e9d737f9-5278-4e8f-b0fc-d6cc1b335120,USER_8,Player_8,392,8,1,False,exit,1,2025-02-02 01:35:37.900502,0.2,0.84,0.1347,0.3916,1,Sesi Berhasil / Progres Maksimal,-2.450235770427502,1.0608519176835365
e7a60521-d9c5-4981-a366-13187883fa47,10876608988,simplybren_40,994,23,5,True,summit,1,2025-02-02 20:36:49.620288,1.0,0.54,0.1717,0.5706,2,Sesi Cepat namun Progress Rendah,1.7546796144968848,0.7875033222293311
c3352871-57c9-474a-ba2f-313c50e25227,USER_32,Player_32,136,15,5,True,summit,1,2025-02-03 06:11:35.910624,1.0,0.7,0.8867,0.8622,2,Sesi Cepat namun Progress Rendah,3.6135303429077834,-0.24285304550530082
1b1287f1-2774-44c3-b805-e704500560a8,USER_9,Player_9,598,20,3,False,exit,1,2025-02-03 10:04:50.237448,0.6,0.6,0.301,0.5003,0,Sesi Sulit / Banyak Death,-0.6529912099151951,0.2742456635341238
df758bf1-e78e-428b-83e6-055cfc804739,USER_1,Player_1,696,4,1,False,exit,1,2025-02-04 06:55:09.675135,0.2,0.92,0.084,0.4013,1,Sesi Berhasil / Progres Maksimal,-2.546607234245287,1.8321421869301635
11d050ad-b8d5-4beb-9423-6b4ed202caa1,USER_30,Player_30,487,23,5,True,summit,1,2025-02-04 23:45:58.603396,1.0,0.54,0.5942,0.7114,2,Sesi Cepat namun Progress Rendah,2.736925816073572,-0.2422516305980949
b496278c-1fe0-4341-a972-1bbaf3967d49,USER_29,Player_29,878,47,2,False,failed,1,2025-02-05 05:24:31.089204,0.4,0.06,0.1073,0.1891,1,Sesi Berhasil / Progres Maksimal,-2.698566378607012,-1.7010754290129153
3715a35f-4603-4fbf-a9e2-005e84bd4e66,USER_6,Player_6,755,9,2,False,exit,1,2025-02-05 14:56:09.280247,0.4,0.82,0.1483,0.4561,1,Sesi Berhasil / Progres Maksimal,-1.6460552709058889,1.493993874272219
38c52805-b29d-478a-9c90-a9c743fbc390,USER_42,Player_42,628,25,1,False,failed,1,2025-02-06 06:02:49.69302,0.2,0.5,0.0953,0.2651,1,Sesi Berhasil / Progres Maksimal,-3.0192074901160026,-0.1304881428916617
86c4e285-5760-4f14-a7b2-19ca8bd7bc2a,USER_11,Player_11,881,5,3,False,exit,1,2025-02-06 07:14:16.421047,0.6,0.9,0.1595,0.5532,1,Sesi Berhasil / Progres Maksimal,-0.6488033260105879,2.0905522031604233
