"session_id","user_id","username","time_spent","death_count","max_checkpoint","completed_numeric","completed","end_reason","map_id","created_at","efficiency_score","survival_score","progress_score","skill_score"
"1adaa16a-7186-448b-82f2-6ee437519314","USER_39","Player_39",1044,42,5,1,True,"summit",1,"2025-01-09 10:46:19.691231","0.13","0.16","1","0.43"
"9845eb29-e053-4435-a4b3-59920e8fc27d","USER_12","Player_12",64,22,2,0,False,"exit",1,"2025-01-09 11:30:16.166264","0.3787","0.56","0.4","0.4462"
"02d83960-fa4b-4803-8132-d9ba679493a8","USER_34","Player_34",845,36,4,0,False,"failed",1,"2025-01-09 13:29:15.928011","0.2367","0.28","0.8","0.4389"
"ebeebf6d-d873-4fd7-9bfe-7368d5a70d61","USER_18","Player_18",877,16,2,0,False,"exit",1,"2025-01-09 20:39:40.482969","0.1077","0.68","0.4","0.3959"
"8c933d90-32db-423d-a700-3be3abcb3bbe","USER_47","Player_47",382,12,3,0,False,"exit",1,"2025-01-10 00:37:38.574287","0.409","0.76","0.6","0.5897"
"bca7ccf9-b827-4667-8298-4d8bd3f9bb47","USER_24","Player_24",227,12,3,0,False,"exit",1,"2025-01-10 09:14:59.026406","0.4865","0.76","0.6","0.6155"
"65d7ade2-6634-41e2-942c-9eab10800f96","USER_10","Player_10",289,46,4,0,False,"failed",1,"2025-01-10 14:28:06.962175","0.6073","0.08","0.8","0.4958"
"673904ee-7078-42d7-ab9a-bcdc314810dd","USER_18","Player_18",394,8,4,0,False,"exit",1,"2025-01-11 05:56:19.456877","0.5373","0.84","0.8","0.7258"
"e3744d5b-db7b-4675-b376-54925d64c38b","USER_14","Player_14",253,17,2,0,False,"exit",1,"2025-01-12 03:55:22.536745","0.3157","0.66","0.4","0.4586"
"7ba650a0-a188-44d9-b51a-ad07a5e160bf","USER_16","Player_16",1102,37,5,1,True,"summit",1,"2025-01-12 04:56:48.529296","0.0817","0.26","1","0.4472"
"9539326e-744f-4885-b32b-0921fdfbb7c2","USER_44","Player_44",403,18,2,0,False,"exit",1,"2025-01-12 14:18:45.69376","0.2657","0.64","0.4","0.4352"
"cd21f617-d79b-44d6-bc7d-6298dcbbfe96","USER_34","Player_34",215,6,1,0,False,"exit",1,"2025-01-12 20:08:26.82918","0.1642","0.88","0.2","0.4147"
"4e9d1ec8-3dd5-4a57-ae1a-8d56650fc01f","USER_41","Player_41",630,12,4,0,False,"exit",1,"2025-01-13 04:31:50.737877","0.38","0.76","0.8","0.6467"
"a6d412e6-95c8-4cf8-9a8a-25c2df71ad39","USER_2","Player_2",102,14,3,0,False,"exit",1,"2025-01-13 07:00:40.334385","0.549","0.72","0.6","0.623"
"d22293d4-8429-47b5-bd7f-f37ae29eee7e","USER_10","Player_10",235,4,4,0,False,"exit",1,"2025-01-13 08:55:34.111903","0.6433","0.92","0.8","0.7878"
"5627a086-6c04-4dc0-8365-a9adfad387f0","USER_11","Player_11",124,1,2,0,False,"exit",1,"2025-01-13 12:49:16.043348","0.3587","0.98","0.4","0.5796"
"25afcc58-de2e-4ee1-a6b3-799f91482ee2","USER_11","Player_11",891,17,3,0,False,"exit",1,"2025-01-13 22:11:37.797845","0.1545","0.66","0.6","0.4715"
"5d9d995d-848b-496e-abba-2bb54cc06305","USER_10","Player_10",132,7,1,0,False,"exit",1,"2025-01-14 05:15:56.967934","0.178","0.86","0.2","0.4127"
"72a5c280-e470-48f6-b02e-8f2b41a6df8d","USER_7","Player_7",616,9,4,0,False,"exit",1,"2025-01-15 04:08:56.070576","0.3893","0.82","0.8","0.6698"
"1fee71a2-950d-4c51-9c27-9a49018c9d6b","USER_47","Player_47",477,8,3,0,False,"exit",1,"2025-01-15 15:01:28.109008","0.3615","0.84","0.6","0.6005"
"8e399ad8-fa2a-4586-9b89-02d0ae37a5e0","USER_31","Player_31",698,6,3,0,False,"exit",1,"2025-01-15 23:23:49.356356","0.251","0.88","0.6","0.577"
"c5bc8687-f4e2-42ca-a75f-1b31163e9393","3257447993","Clamsxeny",893,24,4,0,False,"exit",1,"2025-01-16 01:45:43.197928","0.2047","0.52","0.8","0.5082"
"5b03c127-4fe9-42f2-aea5-c35895b82a00","USER_43","Player_43",330,9,4,0,False,"exit",1,"2025-01-16 05:02:26.30249","0.58","0.82","0.8","0.7333"
"3f736a23-1cb0-49c2-987f-89c5f3e767b0","USER_14","Player_14",256,10,3,0,False,"exit",1,"2025-01-16 08:02:14.800633","0.472","0.8","0.6","0.624"
"ba256cfb-5a4f-4008-aa5e-5be6f72e580f","USER_20","Player_20",325,35,2,0,False,"failed",1,"2025-01-16 09:55:40.034844","0.2917","0.3","0.4","0.3306"
"dcc5bedd-6c3b-4007-9bca-f2ed19826797","USER_16","Player_16",561,1,2,0,False,"exit",1,"2025-01-17 09:01:05.20487","0.213","0.98","0.4","0.531"
"36c3d4e9-54c4-4e83-be7b-a5800456f9c6","3257447993","Clamsxeny",132,10,1,0,False,"exit",1,"2025-01-17 18:39:18.69244","0.178","0.8","0.2","0.3927"
"f60ad8fc-db97-4b23-bf73-7097d51ddf0b","3257447993","Clamsxeny",316,44,1,0,False,"failed",1,"2025-01-18 04:11:01.039226","0.1473","0.12","0.2","0.1558"
"4c473c1a-9853-454c-8f71-7485941d9b9c","USER_36","Player_36",402,23,3,0,False,"exit",1,"2025-01-19 05:35:53.018915","0.399","0.54","0.6","0.513"
"258146f9-a64f-46ec-8e60-3998c1bb6dac","USER_14","Player_14",581,26,4,0,False,"failed",1,"2025-01-19 06:27:39.821661","0.4127","0.48","0.8","0.5642"
"fd2a8807-5b24-4984-9be4-6d8e7401528f","USER_14","Player_14",830,17,3,0,False,"exit",1,"2025-01-19 09:28:16.40419","0.185","0.66","0.6","0.4817"
"a0d2b62e-d64a-4342-a543-2fd9655f191a","USER_4","Player_4",209,9,4,0,False,"exit",1,"2025-01-19 19:02:07.869563","0.6607","0.82","0.8","0.7602"
"0f6d1447-3344-4a4e-9233-da0c39836f05","USER_20","Player_20",568,46,3,0,False,"failed",1,"2025-01-20 12:17:49.810858","0.316","0.08","0.6","0.332"
"3df7d163-bb61-4720-be1b-0692cb2dd4fa","USER_2","Player_2",773,24,2,0,False,"exit",1,"2025-01-21 01:40:06.884921","0.1423","0.52","0.4","0.3541"
"27739561-3af6-4143-8d58-527a11cfab8b","USER_33","Player_33",690,25,1,0,False,"failed",1,"2025-01-21 06:25:54.694572","0.085","0.5","0.2","0.2617"
"0081edf7-f933-48a0-9b8c-247238d67867","USER_20","Player_20",406,5,2,0,False,"exit",1,"2025-01-21 22:10:45.676167","0.2647","0.9","0.4","0.5216"
"e05ea752-bf8f-4e38-b3a2-3ba6bcb53b45","USER_48","Player_48",983,45,4,0,False,"failed",1,"2025-01-22 01:47:53.551295","0.1447","0.1","0.8","0.3482"
"b9dd0648-2622-4729-b10d-873dbf065f98","USER_34","Player_34",589,27,4,0,False,"failed",1,"2025-01-22 05:21:56.797128","0.4073","0.46","0.8","0.5558"
"a79a6603-33cd-410f-81f1-2a700d9709e6","USER_33","Player_33",509,20,2,0,False,"exit",1,"2025-01-22 16:56:27.988511","0.2303","0.6","0.4","0.4101"
"635b54d1-d41e-4dde-b550-c4e6cfe1a342","USER_42","Player_42",329,43,1,0,False,"failed",1,"2025-01-23 02:02:16.872106","0.1452","0.14","0.2","0.1617"
"98d9e481-2e5c-4473-8a19-d34cc4d178ab","USER_47","Player_47",322,34,2,0,False,"failed",1,"2025-01-23 03:41:20.071811","0.2927","0.32","0.4","0.3376"
"776cab21-a854-4b79-b648-25bc8dc30ed8","USER_27","Player_27",299,5,4,0,False,"exit",1,"2025-01-23 07:57:32.70432","0.6007","0.9","0.8","0.7669"
"694ebe60-3b0f-499f-92f7-d9986ef59dcc","USER_26","Player_26",529,6,5,1,True,"summit",1,"2025-01-23 22:10:44.550027","0.5592","0.88","1","0.8131"
"71ec1683-b36f-4751-9ba9-4245c09212af","USER_11","Player_11",288,19,5,1,True,"summit",1,"2025-01-24 01:26:11.674427","0.76","0.62","1","0.7933"
"3108dcd0-d5ba-4b90-86aa-9a1ae8d76c93","USER_23","Player_23",390,6,3,0,False,"exit",1,"2025-01-24 05:34:38.648926","0.405","0.88","0.6","0.6283"
"134f5f29-1141-461e-b822-847f8ce44239","USER_9","Player_9",437,25,2,0,False,"failed",1,"2025-01-24 14:27:17.796639","0.2543","0.5","0.4","0.3848"
"32bfddfa-110a-47d0-b95b-94a31269c102","USER_23","Player_23",944,17,2,0,False,"unknown",1,"2025-01-24 18:17:08.174856","0.0853","0.66","0.4","0.3818"
"2ba8328b-f15b-40d7-b977-55b89791e18e","USER_15","Player_15",895,7,1,0,False,"exit",1,"2025-01-24 22:04:52.877332","0.0508","0.86","0.2","0.3703"
"67c2655b-bad5-4251-931f-eefe2cd1d2d5","USER_43","Player_43",606,20,4,0,False,"exit",1,"2025-01-25 00:39:28.798028","0.396","0.6","0.8","0.5987"
"eebf7973-5528-4ae7-adcc-a7c4c5174e31","USER_9","Player_9",219,1,1,0,False,"exit",1,"2025-01-25 04:09:22.871025","0.1635","0.98","0.2","0.4478"
"80c8b082-3bd7-42d0-b0d9-69bf41a5e889","USER_46","Player_46",422,12,3,0,False,"exit",1,"2025-01-25 08:47:44.214462","0.389","0.76","0.6","0.583"
"7f09a5c0-bd1a-43bc-8c7b-112727a0d941","USER_30","Player_30",480,4,3,0,False,"exit",1,"2025-01-25 22:56:57.714875","0.36","0.92","0.6","0.6267"
"f8e95586-cf50-48ff-ad5e-cd1d14f68944","USER_42","Player_42",1169,20,4,0,False,"unknown",1,"2025-01-26 04:41:43.382256","0.0207","0.6","0.8","0.4736"
"953cf18c-2aee-4a6e-972e-bf5c0cbd2f33","USER_16","Player_16",318,22,2,0,False,"exit",1,"2025-01-26 07:49:51.828592","0.294","0.56","0.4","0.418"
"bb2d0c6c-6118-451e-ae1f-7fe7de69e824","USER_10","Player_10",1188,12,2,0,False,"unknown",1,"2025-01-26 17:31:53.764392","0.004","0.76","0.4","0.388"
"b25a6a6f-2623-47e8-bebd-fb748f1170ac","USER_46","Player_46",623,11,3,0,False,"exit",1,"2025-01-26 22:21:02.85435","0.2885","0.78","0.6","0.5562"
"5096b67c-aa01-4ec0-a1f3-f46721a0bca5","USER_9","Player_9",230,16,4,0,False,"exit",1,"2025-01-27 07:38:53.468361","0.6467","0.68","0.8","0.7089"
"c0036365-5156-4683-a903-05d32b8ec567","USER_39","Player_39",1098,19,3,0,False,"unknown",1,"2025-01-27 14:43:07.734433","0.051","0.62","0.6","0.4237"
"fee87237-a07b-496c-850b-077ff87c77d8","USER_27","Player_27",856,9,4,0,False,"exit",1,"2025-01-27 16:30:41.727982","0.2293","0.82","0.8","0.6164"
"a5961a81-be81-48f2-aba0-79c1b8bfb506","USER_18","Player_18",561,21,3,0,False,"exit",1,"2025-01-29 05:59:53.930648","0.3195","0.58","0.6","0.4998"
"53ced101-7296-48cb-9784-8babdf3b753b","USER_26","Player_26",710,19,1,0,False,"exit",1,"2025-01-29 11:10:42.142604","0.0817","0.62","0.2","0.3006"
"4de8aa15-9873-4120-bbc6-c7688a291494","USER_1","Player_1",267,24,3,0,False,"exit",1,"2025-01-29 23:17:54.062137","0.4665","0.52","0.6","0.5288"
"01261aa0-3e2c-43ce-a09a-2509908151d1","USER_48","Player_48",739,16,3,0,False,"exit",1,"2025-01-30 02:18:14.706809","0.2305","0.68","0.6","0.5035"
"6cef14f7-6770-446b-9197-51cff48c5f5a","USER_48","Player_48",808,14,4,0,False,"exit",1,"2025-01-30 05:40:35.085446","0.2613","0.72","0.8","0.5938"
"798587da-0bbd-4323-8f0a-67c0ebd11831","USER_18","Player_18",721,24,4,0,False,"exit",1,"2025-01-30 05:53:47.559238","0.3193","0.52","0.8","0.5464"
"7f556c05-c957-4ccb-962d-8aa93609a84d","USER_46","Player_46",286,4,4,0,False,"exit",1,"2025-01-30 07:21:06.290239","0.6093","0.92","0.8","0.7764"
"dbf04ef7-9b38-44a9-b5ab-cf8a4884761f","USER_13","Player_13",622,4,4,0,False,"exit",1,"2025-01-30 15:11:12.900415","0.3853","0.92","0.8","0.7018"
"8e371f7a-057a-426c-af59-c776f21b735d","10876608988","simplybren_40",98,30,2,0,False,"failed",1,"2025-01-30 18:50:21.906103","0.3673","0.4","0.4","0.3891"
"95d5ae03-5aea-44bd-9e40-4ad4dc292c8e","USER_29","Player_29",795,10,5,1,True,"summit",1,"2025-01-31 00:43:58.683768","0.3375","0.8","1","0.7125"
"4f99f840-489d-40f1-ad14-6b2320f6fa4a","USER_45","Player_45",175,11,1,0,False,"exit",1,"2025-01-31 15:27:22.415156","0.1708","0.78","0.2","0.3836"
"fc24b03c-a0e2-46b9-9795-ed08bf25c694","USER_13","Player_13",809,19,4,0,False,"exit",1,"2025-01-31 17:13:47.770813","0.2607","0.62","0.8","0.5602"
"7cb53c01-bc15-45cf-b272-2ad04d22e6c9","USER_38","Player_38",266,17,1,0,False,"exit",1,"2025-01-31 17:53:25.812063","0.1557","0.66","0.2","0.3386"
"f4f7ca15-555e-48ea-8873-559de358df63","USER_24","Player_24",264,5,1,0,False,"exit",1,"2025-02-01 07:20:52.875437","0.156","0.9","0.2","0.4187"
"a4c7c814-63a7-417b-a81b-7bec1f4aed89","USER_20","Player_20",331,9,5,1,True,"summit",1,"2025-02-01 08:22:34.437205","0.7242","0.82","1","0.8481"
"5f75c7cc-0447-4466-90a9-fffdae0868df","USER_12","Player_12",246,20,2,0,False,"exit",1,"2025-02-01 13:14:33.697548","0.318","0.6","0.4","0.4393"
"3a41b2eb-c481-4ccb-96ce-7dd512b58684","USER_15","Player_15",1130,7,4,0,False,"unknown",1,"2025-02-01 17:32:25.410789","0.0467","0.86","0.8","0.5689"
"85a376aa-8a2f-4aed-943c-152b2b4b1f7f","USER_46","Player_46",557,7,1,0,False,"exit",1,"2025-02-01 17:38:56.890066","0.1072","0.86","0.2","0.3891"
"f1261110-4617-4308-8764-b6a0d588c7aa","USER_26","Player_26",271,20,2,0,False,"exit",1,"2025-02-01 21:52:20.907708","0.3097","0.6","0.4","0.4366"
"a5044084-69f7-4df7-91af-c32d589fe829","USER_39","Player_39",357,12,2,0,False,"exit",1,"2025-02-01 22:36:51.498837","0.281","0.76","0.4","0.4803"
"e9d737f9-5278-4e8f-b0fc-d6cc1b335120","USER_8","Player_8",392,8,1,0,False,"exit",1,"2025-02-02 01:35:37.900502","0.1347","0.84","0.2","0.3916"
"e7a60521-d9c5-4981-a366-13187883fa47","10876608988","simplybren_40",994,23,5,1,True,"summit",1,"2025-02-02 20:36:49.620288","0.1717","0.54","1","0.5706"
"c3352871-57c9-474a-ba2f-313c50e25227","USER_32","Player_32",136,15,5,1,True,"summit",1,"2025-02-03 06:11:35.910624","0.8867","0.7","1","0.8622"
"1b1287f1-2774-44c3-b805-e704500560a8","USER_9","Player_9",598,20,3,0,False,"exit",1,"2025-02-03 10:04:50.237448","0.301","0.6","0.6","0.5003"
"df758bf1-e78e-428b-83e6-055cfc804739","USER_1","Player_1",696,4,1,0,False,"exit",1,"2025-02-04 06:55:09.675135","0.084","0.92","0.2","0.4013"
"11d050ad-b8d5-4beb-9423-6b4ed202caa1","USER_30","Player_30",487,23,5,1,True,"summit",1,"2025-02-04 23:45:58.603396","0.5942","0.54","1","0.7114"
"b496278c-1fe0-4341-a972-1bbaf3967d49","USER_29","Player_29",878,47,2,0,False,"failed",1,"2025-02-05 05:24:31.089204","0.1073","0.06","0.4","0.1891"
"3715a35f-4603-4fbf-a9e2-005e84bd4e66","USER_6","Player_6",755,9,2,0,False,"exit",1,"2025-02-05 14:56:09.280247","0.1483","0.82","0.4","0.4561"
"38c52805-b29d-478a-9c90-a9c743fbc390","USER_42","Player_42",628,25,1,0,False,"failed",1,"2025-02-06 06:02:49.69302","0.0953","0.5","0.2","0.2651"
"86c4e285-5760-4f14-a7b2-19ca8bd7bc2a","USER_11","Player_11",881,5,3,0,False,"exit",1,"2025-02-06 07:14:16.421047","0.1595","0.9","0.6","0.5532"
"5a4779ce-ba87-4565-a0aa-df12b970f6d7","USER_13","Player_13",635,9,4,0,False,"exit",1,"2025-02-06 11:13:04.472945","0.3767","0.82","0.8","0.6656"
"0908bb63-2f5e-499d-9971-912571413a48","USER_28","Player_28",162,14,3,0,False,"exit",1,"2025-02-06 13:27:30.947046","0.519","0.72","0.6","0.613"
"e26efd7f-b44f-4e34-bff3-fefdb053d4e9","3257447993","Clamsxeny",616,42,3,0,False,"failed",1,"2025-02-07 01:41:16.899223","0.292","0.16","0.6","0.3507"
"1b10a008-7b6b-47c4-ac86-5814d2fe826a","USER_14","Player_14",158,21,3,0,False,"exit",1,"2025-02-07 19:51:50.865352","0.521","0.58","0.6","0.567"
"8fc711a1-6202-4363-8bdc-ef81ecc3911b","USER_1","Player_1",367,22,1,0,False,"exit",1,"2025-02-08 10:02:33.405363","0.1388","0.56","0.2","0.2996"
"8a5fd85c-45ce-430d-9a3f-397b539dace1","USER_14","Player_14",452,12,2,0,False,"exit",1,"2025-02-08 16:59:03.906286","0.2493","0.76","0.4","0.4698"
"6709bc55-3a5b-45e4-af34-77689b853c57","USER_32","Player_32",567,40,4,0,False,"failed",1,"2025-02-08 22:50:08.915262","0.422","0.2","0.8","0.474"
"63a44a70-9316-4e18-a301-7065d0077f34","USER_35","Player_35",81,12,1,0,False,"exit",1,"2025-02-09 05:33:58.568652","0.1865","0.76","0.2","0.3822"
"b066dcf3-b6b8-4183-87f4-f694bdb405e8","USER_29","Player_29",102,20,4,0,False,"exit",1,"2025-02-09 11:45:49.268152","0.732","0.6","0.8","0.7107"
"c05aeea3-6aba-4078-a998-63997665bbf9","USER_48","Player_48",202,31,5,1,True,"summit",1,"2025-02-10 15:10:11.502029","0.8317","0.38","1","0.7372"
"5569876e-ab16-4c74-a259-f513c13c190e","USER_30","Player_30",359,23,1,0,False,"exit",1,"2025-02-11 16:18:16.175126","0.1402","0.54","0.2","0.2934"
"784b3f69-ce3e-4817-adfa-732e2733c6b3","USER_29","Player_29",909,45,3,0,False,"failed",1,"2025-02-11 21:01:13.150194","0.1455","0.1","0.6","0.2818"
"6c674cff-15cf-4fe4-91d3-c35e37ba0d70","USER_29","Player_29",458,6,2,0,False,"exit",1,"2025-02-12 01:48:03.294733","0.2473","0.88","0.4","0.5091"
"cc49abd8-5d22-4da3-bc8a-0cdd3aee4965","USER_46","Player_46",365,7,5,1,True,"summit",1,"2025-02-12 02:54:07.37676","0.6958","0.86","1","0.8519"
"d5ac8a65-909e-458b-8bf0-d3ccfd7965fb","USER_41","Player_41",327,13,5,1,True,"summit",1,"2025-02-12 09:54:40.51253","0.7275","0.74","1","0.8225"
"7c8d579b-2a57-44c8-a66f-ead1f840e0aa","USER_16","Player_16",147,3,1,0,False,"exit",1,"2025-02-13 19:06:45.225932","0.1755","0.94","0.2","0.4385"
"bf6e9257-4ca2-495f-98ca-0b43109863a7","USER_7","Player_7",227,23,4,0,False,"exit",1,"2025-02-13 22:54:10.237025","0.6487","0.54","0.8","0.6629"
"241eca02-09b0-4078-9efa-7a8f6e4c7576","USER_34","Player_34",503,41,5,1,True,"summit",1,"2025-02-14 09:17:19.733703","0.5808","0.18","1","0.5869"
"8ed18eb0-66f5-48d8-b6ac-9341967eecb3","USER_35","Player_35",530,21,4,0,False,"exit",1,"2025-02-14 10:35:49.749816","0.4467","0.58","0.8","0.6089"
"d865b943-4b0f-448c-8779-b7160fdf8838","USER_18","Player_18",459,5,5,1,True,"summit",1,"2025-02-14 11:02:03.693641","0.6175","0.9","1","0.8392"
"e349864e-c092-43a3-837a-01b58dfc5a66","USER_42","Player_42",162,20,1,0,False,"exit",1,"2025-02-14 15:43:26.220845","0.173","0.6","0.2","0.3243"
"557e768f-6745-422c-ba8a-297fac8ef940","USER_27","Player_27",982,11,5,1,True,"summit",1,"2025-02-15 03:09:05.21018","0.1817","0.78","1","0.6539"
"3b835325-ae39-4636-89cb-973bcca5450f","USER_19","Player_19",310,8,3,0,False,"exit",1,"2025-02-15 13:23:13.753375","0.445","0.84","0.6","0.6283"
"64e9c34f-9201-4b9c-b1dd-14d5734e68ae","USER_46","Player_46",560,8,3,0,False,"exit",1,"2025-02-15 16:05:34.46928","0.32","0.84","0.6","0.5867"
"4c60155d-acd4-49e4-a0ab-b3b1651dded7","USER_14","Player_14",305,5,4,0,False,"exit",1,"2025-02-15 17:15:14.106583","0.5967","0.9","0.8","0.7656"
"d9efd3be-f8ab-4cc6-b639-9f0054e1e2bc","USER_15","Player_15",487,11,5,1,True,"summit",1,"2025-02-16 03:06:18.283468","0.5942","0.78","1","0.7914"
"4c38cd27-996d-47ac-93ff-54819c4621ac","USER_30","Player_30",515,0,1,0,False,"exit",1,"2025-02-16 06:48:10.275915","0.1142","1","0.2","0.4381"
"89b52a1b-c27e-4df6-8686-0f0bb5507fff","USER_16","Player_16",493,10,5,1,True,"summit",1,"2025-02-16 09:27:00.057329","0.5892","0.8","1","0.7964"
"46f214c6-e40a-4b1c-9d3a-d70f87929fd3","USER_2","Player_2",1089,32,4,0,False,"failed",1,"2025-02-16 10:40:05.304842","0.074","0.36","0.8","0.4113"
"8bd41a0a-b834-4b6c-afec-19e3c79bc0ce","USER_47","Player_47",307,18,4,0,False,"exit",1,"2025-02-16 15:22:40.840926","0.5953","0.64","0.8","0.6784"
"1e94b4bd-6dfb-4c57-ae93-19633e5d2e8d","USER_39","Player_39",901,9,4,0,False,"unknown",1,"2025-02-17 15:08:37.7647","0.1993","0.82","0.8","0.6064"
"2d681cac-f19a-4975-bff0-7de04ca6a39a","USER_15","Player_15",569,10,3,0,False,"exit",1,"2025-02-17 19:26:07.37577","0.3155","0.8","0.6","0.5718"
"fe96c491-91be-46fa-9e7a-f0c77f2af551","USER_20","Player_20",67,17,5,1,True,"summit",1,"2025-02-17 23:41:47.74596","0.9442","0.66","1","0.8681"
"0e481062-002e-4369-9445-f0c9afe2cd7b","USER_25","Player_25",268,17,1,0,False,"exit",1,"2025-02-18 08:23:20.793239","0.1553","0.66","0.2","0.3384"
"eb322084-4620-4a4f-858b-a8cbd9ab5942","USER_28","Player_28",444,27,4,0,False,"failed",1,"2025-02-19 04:22:56.095109","0.504","0.46","0.8","0.588"
"3e07c383-f645-4ba7-8e2f-a50c3c6e1472","USER_36","Player_36",603,2,3,0,False,"exit",1,"2025-02-19 06:26:52.826138","0.2985","0.96","0.6","0.6195"
"6c9d5233-db2c-49f9-baec-7e2e6ddf7c99","10876608988","simplybren_40",1043,10,2,0,False,"unknown",1,"2025-02-19 11:07:41.019556","0.0523","0.8","0.4","0.4174"
"145d8ce5-83f0-4dca-aaaf-f6498c0c3958","USER_24","Player_24",693,5,2,0,False,"exit",1,"2025-02-19 17:47:32.212947","0.169","0.9","0.4","0.4897"
"37a5d707-dcdc-473f-a88a-76fe968462b5","USER_13","Player_13",259,16,1,0,False,"exit",1,"2025-02-19 20:15:59.283036","0.1568","0.68","0.2","0.3456"
"78d54298-b252-4e4e-823a-8a1801f7b15c","USER_35","Player_35",650,12,2,0,False,"exit",1,"2025-02-20 05:53:23.210697","0.1833","0.76","0.4","0.4478"
"7f644ed0-5a2d-4ec4-ba05-f7f08e7453ce","USER_37","Player_37",382,5,1,0,False,"exit",1,"2025-02-21 00:20:02.548687","0.1363","0.9","0.2","0.4121"
